linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global,run_pass
GLICOSE (50% SOLUCAO INJETAVEL IV 10ML),GLICOSE,4,"['EQUIPLEX', 'FARMACE', 'HALEX ISTAR', 'SAMTEC']",match,83677.0,glicose 50% (500 mg/ml) sol inj amp 10 ml,1.0,Princípio ativo glicose; dose 50% = 500 mg/ml corresponde; forma solução injetável; via IV; volume 10 ml — apresentação clínica idêntica aos SKUs Unimed.,25,"[86603, 83677, 86720, 86571, 101571, 116736, 87201, 110695, 86544, 87040, 86649, 86732, 83688, 87266, 87249, 86994, 87141, 86997, 87047, 86879, 87096, 86615, 87007, 86601, 106331]",openai:gpt-5-mini,False,,0.45,0.3,0.55,0.42,659.484,C,initial
GLICOSE (50% SOLUCAO INJETAVEL IV 20ML),GLICOSE,2,"['HALEX ISTAR', 'SAMTEC']",no_match,,,0.9,Princípio: glicose (ok); dose/concentração: 50% (500 mg/ml) (ok); forma: solução injetável (ok); via: IV (ok); volume/embalagem: Unimed especifica 20 ml e o candidato mais próximo (cod_item=83677) é ampola de 10 ml — volume incompatível para apresentação clínica especificada. Nenhum outro candidato contém glicose 50% isolada em 20 ml.,25,"[86603, 83677, 86720, 86571, 101571, 115780, 113736, 87201, 87096, 86544, 86670, 87267, 87249, 87247, 83676, 86931, 86615, 86649, 87040, 86777, 86732, 110280, 86595, 83688, 87266]",openai:gpt-5-mini,False,,0.77,0.73,0.81,,,,initial
IBUPROFENO SOLIDO (CP/CAP/PO) ORAL,IBUPROFENO,1,['COSMED'],no_match,,,0.9,"Princípio: IBUPROFENO corresponde aos candidatos 86871 e 86870; Dose: Unimed é 600 mg (ALIVIUM 600 mg cap). Candidatos disponíveis: 86871 = 400 mg cápsula (dose diferente), 86870 = suspensão 100 mg/ml (forma e dose por ml diferente). Forma: Unimed = sólido (cápsula/comprimido) 600 mg; 86871 é cápsula 400 mg (dose incompatível). Via: oral, compatível, mas a dose/formulação não batem. Logo, nenhum candidato tem apresentação clínica equivalente (600 mg cápsula).",25,"[86318, 86871, 86329, 86803, 86870, 86536, 83666, 86330, 103714, 87701, 92840, 86672, 86761, 83669, 102703, 86670, 103898, 87094, 84179, 87571, 86669, 104338, 87848, 86815, 115792]",openai:gpt-5-mini,False,,0.67,0.67,0.67,,,,initial
LUVA LATEX PROCEDIMENTO PP C/PO,PRODUTOS PARA SAUDE,2,['DESCARPACK'],no_match,,,0.9,"Unimed: ""LUVA LATEX PROCEDIMENTO PP C/PO"" = luva de procedimento em LATEX, tamanho PP (muito pequeno), com pó. Nenhum candidato Global corresponde a todas as especificações clínicas: os candidatos de luva disponíveis são ou de material diferente (luva nitrílica s/po — cods 88162/88163/88161), ou indicam tamanhos distintos (ex.: luva procedimento esteril tamanho M — cod 87531; luvas cirúrgicas tamanhos 7,0/7,5/8,0 — cods 87768/108060/87767), ou são explicitamente sem látex. Além disso há discordância quanto a esterilidade e presença de pó. Por isso não há candidato com apresentação clínica equivalente.",25,"[86318, 87531, 87768, 108060, 87767, 87907, 88162, 88163, 111416, 87538, 88161, 84912, 83750, 86501, 87156, 87102, 88003, 87754, 100255, 86724, 88078, 92912, 83939, 88148, 84666]",openai:gpt-5-mini,False,,0.144445,0.128,0.16089,,,,initial
LAMINA BISTURI 15 ACO CARBONO,PRODUTOS PARA SAUDE,1,['DESCARPACK'],match,87716.0,lamina de bisturi carbonada n° 15,1.0,"Mesma apresentação clínica: lâmina de bisturi n.º 15 em aço/carbonada. Forma (lâmina de bisturi), número (15) e material (aço carbonado) compatíveis; marca ignorada.",25,"[87020, 87716, 87761, 87772, 87773, 83671, 86775, 86766, 83841, 87295, 92918, 87166, 83840, 83667, 86853, 86921, 87300, 86920, 84189, 87731, 87180, 87181, 86805, 87271, 84230]",openai:gpt-5-mini,False,,0.19128,0.19128,0.19128,0.24,112.824,C,initial
LAMINA BISTURI 15 ACO INOX,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.9,"Unimed: lâmina de bisturi n°15 em AÇO INOX (insumo com especificação de material). Candidatos mais próximos (cod_item=87772 e 87716) são lâminas n°15 carbonadas — diferença de material (carbonada vs inox). Para insumos como lâminas, especificação de material é relevante; portanto não há candidato com apresentação clínica/epecífica compatível.",25,"[87020, 87772, 87716, 87761, 87773, 103685, 87166, 83840, 83841, 86900, 87051, 86866, 86899, 83671, 86775, 87004, 108025, 86766, 92918, 87165, 87239, 87189, 86898, 108037, 87185]",openai:gpt-5-mini,False,,0.191165,0.191165,0.191165,,,,initial
SULFATO DE MORFINA PENTAIDRATADO (30 MG CP A1 VP ),SULFATO DE MORFINA PENTAIDRATADO,1,['CRISTALIA'],no_match,,,0.95,"Princípio: sulfato de morfina pentahidratado = morfina sulfato (OK). Forma: comprimido (Unimed indica CP) — candidato 87006 é comprimido (OK). Porém dose Unimed = 30 mg, candidato 87006 = 10 mg (incompatibilidade de dose). Outros candidatos são injecções ou produtos diferentes. Logo, sem candidato com 30 mg comprimido.",25,"[106036, 87006, 87209, 87208, 87210, 87211, 87285, 87098, 86762, 86763, 86581, 86679, 92881, 87402, 87203, 87160, 87380, 86683, 87118, 87335, 86696, 86958, 87260, 87004, 83659]",openai:gpt-5-mini,False,,1.72,1.72,1.72,,,,initial
ADAPTADOR P/ AGULHA COLETA A VACUO,PRODUTOS PARA SAUDE,1,['CRAL'],no_match,,,0.9,"Unimed descreve adaptador p/ agulha para coleta a vácuo (acessório p/ coleta de sangue tipo vacutainer). Nenhum dos candidatos corresponde a esse item: há adaptadores para sonda enteral (92840,100377), seringa 50ml (87550) e outros insumos diferentes (agulhas, cânulas, etc.), mas nenhum refere-se a adaptador/holder para tubos de coleta a vácuo ou tubo de sangue EDTA. Forma/uso incompatíveis.",25,"[87261, 92840, 100377, 108158, 92724, 114847, 87701, 87479, 88203, 87784, 87487, 92738, 87485, 87484, 87477, 87480, 87483, 87486, 87474, 87998, 87997, 87750, 86559, 87550, 86484]",openai:gpt-5-mini,False,,0.4031,0.4031,0.4031,,,,initial
"CLORIDRATO DE ALFENTANILA (0,544MG/ML SOLUCAO INJETAVEL 5ML) A1",CLORIDRATO DE ALFENTANILA MONOIDRATADO,2,['CRISTALIA'],match,86450.0,"alfentanila 0,544 mg/ml inj amp 5 ml",1.0,"Princípio ativo: alfentanila (cloridrato de alfentanila monoidratado) — corresponde; Dose/concentração: 0,544 mg/ml — igual; Forma farmacêutica: solução injetável/ampola — igual; Via: injetável (IV/IM conforme apresentado) — compatível; Volume: ampola 5 ml — corresponde à apresentação Unimed. Marcas ignoradas.",25,"[106342, 86450, 83673, 86705, 86463, 86704, 106331, 86786, 86554, 87173, 111420, 87210, 86778, 83672, 86979, 83674, 116877, 86865, 83696, 86649, 86601, 86777, 116965, 86596, 100269]",openai:gpt-5-mini,False,,19.950000000000003,17.1,22.8,20.09,413.854,C,initial
AGULHA P/RAQUI TIPO QUINCKE 26GX3 1/2,PRODUTOS PARA SAUDE,1,['PROCARE'],no_match,,,0.9,"Unimed: agulha p/ raqui tipo Quincke 26G x 3 1/2 (spinal). Candidate list: não há nenhum item com agulha 26G x 3 1/2. Existem agulhas para raquianestesia com 27G x 3 1/2 (cod 87449) e 25G x 3 1/2 (cod 87448) e 22G variantes, mas a bitola (gauge) difere. Bitola é especificação clínica relevante para agulhas raquianas; portanto não são equivalentes.",25,"[103581, 87766, 87956, 87930, 87449, 87448, 87447, 111221, 101386, 115874, 113452, 87676, 106811, 87494, 88203, 114847, 87451, 114573, 88097, 87784, 100845, 104335, 87487, 87485, 87484]",openai:gpt-5-mini,False,,3.546596,3.546596,3.546596,,,,initial
QUARTENARIO AMONIO PRONTO USO 1 LITRO,QUATERNARIO DE AMONIO E CLORIDRATO DE POLIHEXAMETILENO BIGUANIDA,1,['RIOQUIMICA'],no_match,,,0.9,"Produto Unimed: solução pronta-uso 1 L com quaternário de amônio + cloridrato de polihexametileno biguanida (PHMB). Nenhum candidato da lista apresenta a mesma apresentação clínica: não há produto que combine quaternário de amônio + PHMB em solução pronta-uso 1 L. O mais próximo é cod_item=87848 (Prontosan 350 ml), que contém PHMB mas tem formulação diferente (sem quaternário de amônio) e volume 350 ml ≠ 1 L; demais candidatos são farmacêuticos/insumos distintos (medicamentos injetáveis, curativos, sabonete a outro volume, etc.). Pelo critério de mesma substância/forma/volume, marcar no_match.",25,"[103581, 108146, 108238, 83880, 87141, 87848, 83922, 87094, 83919, 84894, 111152, 88124, 84168, 106561, 87041, 86982, 84680, 87261, 87957, 84795, 92918, 87503, 88019, 84759, 87208]",openai:gpt-5-mini,False,,8.156667,8.156667,8.156667,,,,initial
DISP TRANSF SOL PONTA DUPLA (TRANSOFIX),PRODUTOS PARA SAUDE,1,['DESCARPACK'],match,87800.0,dispositivo p/ lavagem sistema fechado ponta dupla,0.9,"Dispositivo para transferência de solução com ponta dupla (Transofix) corresponde clinicamente a “dispositivo p/ lavagem sistema fechado ponta dupla”: mesma categoria de insumo (dispositivo médico), mesma função/apresentação (ponta dupla), marcas ignoradas.",25,"[103581, 87800, 112490, 84897, 87479, 87957, 84277, 83904, 87892, 116341, 105569, 87487, 87485, 87484, 87477, 87480, 87483, 87486, 87474, 87998, 87997, 87065, 87333, 83903, 83902]",openai:gpt-5-mini,False,,0.371273,0.371273,0.371273,0.6,523.68,B,initial
EQUIPO MULTI 2 VIAS LLOCK CORTA FLUXO,PRODUTOS PARA SAUDE,5,"['DESCARPACK', 'LABOR IMPORT', 'MEDIX', 'SOLIDOR']",match,87518.0,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.7,"Mesmo tipo clínico: equipo de infusão (macrogotas) com filtro e entrada lateral — corresponde aos SKUs Unimed (equipo macrogotas c/ filtro; micro/bureta são variantes do mesmo grupo). Forma/via: equipo IV macrogotas compatível. Divergência não crítica: Unimed descreve 2 vias, Luer-lock e corta fluxo que não estão explicitados no candidato, mas é o único equipo macrogotas com filtro na lista Global, portanto corresponde clinicamente.",25,"[110403, 87717, 87678, 116890, 87518, 87519, 87953, 84734, 87942, 84795, 87852, 86825, 102150, 87851, 87932, 83662, 116345, 87317, 86503, 86626, 115606, 87621, 87526, 86525, 86816]",openai:gpt-5-mini,False,,0.9630012,0.461912,2.84096,0.68,7822.516000000001,A,initial
SABONETE RIOMAX CREMOSO 1 LITRO REFIL,COSMETICOS,1,['RIOQUIMICA'],match,83878.0,sabonete liquido neutro 1000ml espuma extra suave,0.8,Princípio: cosméticos (produto de higiene). Forma e via: sabonete líquido/cremoso — forma clínica compatível para uso tópico (ambos sabonete líquido). Dose: não aplicável. Volume: 1 L = 1000 ml (corresponde). Marca/embalagem: refil ignorada. Portanto corresponde clinicamente.,25,"[103581, 83880, 111118, 108146, 83878, 87165, 87166, 113689, 86879, 87217, 102358, 87160, 87263, 103869, 84894, 108238, 84732, 87167, 87503, 102879, 103251, 103138, 88172, 114726, 84902]",openai:gpt-5-mini,False,,28.5,28.5,28.5,99.0,10800.9,A,initial
VINCRISTINA (1MG/ML INJ FR 2ML),SULFATO DE VINCRISTINA,1,['ACCORD'],no_match,,,1.0,"Princípio ativo diferente: Unimed = sulfato de vincristina (vincristina 1 mg/ml inj fr 2 ml). Nenhum candidato na lista é vincristina nem um equivalente clínico (todos são fármacos distintos: propofol, epinefrina, vancomicina, etc.). Forma e via (solução injetável) são semelhantes em vários candidatos, mas a substância é diferente — portanto sem match.",25,"[112392, 106331, 113736, 110280, 86997, 115780, 106342, 86758, 87040, 86554, 83688, 87238, 110317, 83687, 87024, 87234, 83693, 87141, 87160, 83672, 83676, 87293, 86590, 87297, 87185]",openai:gpt-5-mini,False,,32.0,32.0,32.0,,,,initial
COMPRESSA GAZE 7.5X7.5 11F NÃO ESTERIL REBECCA,PRODUTOS PARA SAUDE,1,['AMED S/A'],no_match,,,0.85,"Princípio: produtos para saúde (insumo). Forma: compressa de gaze 7,5x7,5 11 fios = compatível com candidatos. Diferença crítica: Unimed especifica NÃO ESTERIL; candidato mais parecido (cod_item=87500) é ESTERIL — esterilidade/estado do produto é parte da apresentação clínica; portanto não compatível.",25,"[87396, 87500, 102362, 114727, 102365, 87786, 87529, 103895, 87638, 102358, 108060, 87753, 102356, 102366, 87995, 87501, 87457, 88105, 87528, 87699, 87727, 87768, 115699, 101603, 108025]",openai:gpt-5-mini,False,,0.03284,0.03284,0.03284,,,,initial
"FILGRASTIM (300MCG SOLUCAO INJETAVEL SERINGA 0,5ML)",FILGRASTIM,4,"['EUROFARMA ONCO', 'SANDOZ']",match,102105.0,"filgrastim 300 mcg sol inj ser preenc 0,5 ml zarzio ",0.9,"Princípio ativo FILGRASTIM; dose 300 mcg; forma: solução injetável em seringa pré-enchida; volume 0,5 ml; via injetável (compatível). Marcas ignoradas — corresponde à apresentação clínica listada (Zarzio está entre os SKUs Unimed).",25,"[106342, 102105, 104284, 86804, 87238, 87040, 106331, 87249, 87024, 87141, 87160, 88139, 87096, 87007, 110695, 83687, 87234, 87065, 86445, 86443, 116877, 87020, 107573, 86744, 101571]",openai:gpt-5-mini,False,,43.97166675,37.5,50.0,39.1,9696.8,C,initial
EQUIPO MULTI 2 VIAS LSLIP CORTA FLUXO,PRODUTOS PARA SAUDE,2,"['MEDSONDA', 'TKL']",match,87518.0,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.8,"Princípio: equipo de infusão (insumo para saúde). Forma: equipo macrogotas (conjunto de infusão) — corresponde a 'equipo'. Via: intravenosa compatível. Características: candidato indica porta de injeção lateral (inj lat) e câmara flexível, compatível com '2 vias' / múltiplas entradas; 'corta fluxo' corresponde a mecanismo de controle de fluxo presente em equipos (pinca/rolê). Marcas ignoradas.",25,"[110403, 87678, 87518, 87717, 84734, 116890, 87953, 87519, 87499, 87932, 115606, 86623, 86349, 87852, 86797, 86670, 86825, 88130, 102150, 87851, 87942, 86748, 86970, 87520, 83662]",openai:gpt-5-mini,False,,0.6816585,0.575,0.788317,0.68,7822.516000000001,A,initial
CLARITROMICINA (500MG CPR REV),CLARITROMICINA,2,"['EMS', 'PHARLAB']",no_match,,,0.9,Princípio: claritromicina (correto). Dose: 500 mg (candidatos 3 e 5 têm 500 mg). Forma: Unimed = comprimido revestido (CPR REV). Nenhum candidato descreve explicitamente 'claritromicina 500 mg comprimido revestido'. Cod_item=83657 é 'claritromicina 500 mg com lib prol' (liberação prolongada) — diferente de comprimido revestido; cod_item=86629 é liofilizado/injetável oral (forma/route diferente). Outros candidatos não são claritromicina ou têm formas/doses diferentes. Portanto sem equivalente clínico exato.,25,"[107410, 86499, 83657, 83656, 86629, 108004, 106817, 86967, 86626, 87324, 86651, 86470, 83648, 86892, 87181, 86622, 86933, 86890, 86969, 87213, 86766, 86966, 86915, 87273, 86500]",openai:gpt-5-mini,False,,1.7332145,1.26,2.206429,,,,initial
COMPRESSA GAZE 7.5X7.5 13F NAO ESTERIL KARINA,PRODUTOS PARA SAUDE,1,['AMED S/A'],no_match,,,0.9,"Unimed: compressa de gaze 7,5x7,5 cm, 13 fios, NÃO ESTÉRIL. Nenhum candidato apresenta essa combinação clínica (mesma contagem de fios e condição de não estéril). O item mais próximo (cod_item=87500) é 7,5x7,5 cm mas 11 fios e ESTÉRIL — diferença de esterilidade e contagem de fios relevante para insumos de gaze; outros candidatos diferem em tamanho, esterilidade, composição ou finalidade. Portanto, no_match.",25,"[87396, 87500, 102362, 114727, 102365, 87786, 87529, 87995, 108060, 102356, 87457, 103895, 102358, 87528, 87699, 87727, 87768, 87753, 87456, 87459, 87777, 108037, 104761, 102364, 87170]",openai:gpt-5-mini,False,,0.03794,0.03794,0.03794,,,,initial
COMPRESSA GAZE 7.5X7.5 9F NAO ESTERIL REBECCA,PRODUTOS PARA SAUDE,1,['AMED S/A'],no_match,,,0.9,"Unimed: compressa de gaze 7,5 x 7,5 9 fios NÃO estéril. Nenhum dos candidatos corresponde exatamente: o mais próximo (cod_item=87500) é 7,5x7,5 porém 11 fios e ESTÉRIL (incompatível quanto à esterilidade e contagem de fios). Outros são rolos, gaze rayon com óleo, tamanhos diferentes ou luvas/campos. Portanto não há equivalência clínica.",25,"[87396, 87500, 102362, 114727, 87786, 87529, 102365, 108060, 87753, 102366, 103895, 87501, 87638, 102356, 102358, 87528, 87699, 87727, 87768, 115699, 102367, 102359, 87995, 87170, 102364]",openai:gpt-5-mini,False,,0.027034,0.027034,0.027034,,,,initial
EQUIPO MULTI 4 VIAS LLOCK CORTA FLUXO,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.9,"Produto Unimed: equipo multi 4 vias Luer-Lock com corta fluxo (conjunto de infusão IV multi-vias). Nenhum dos candidatos descreve um equipo de infusão IV multi-vias Luer-Lock com corta fluxo: o candidato 87717 é para artroscopia (uso/compatibilidade diferente), outros equipos são enteral, macro/microgotas, sistema fechado ou torneira 3 vias (não 4 vias). Dose/forma/via/funcão não compatíveis.",25,"[110403, 87717, 87678, 84734, 87518, 87519, 87942, 116890, 115606, 84795, 87852, 87953, 87851, 87317, 86503, 86626, 87803, 87621, 87526, 88130, 86826, 102150, 86871, 86825, 104444]",openai:gpt-5-mini,False,,0.99685,0.99685,0.99685,,,,initial
"ALPINIA ZERUMBET (0,08 ML/ML SOLUÂ¿Â¿O OLEOSA 15ML)",ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,1,['HEBRON'],no_match,,,0.95,"Princípio: Alpinia zerumbet (fitoterápico). Dose: 0,08 mL/mL. Forma: solução oleosa (veículo oleoso). Via/uso provável: tópico/externo. Volume: 15 ml. Nenhum candidato lista o mesmo princípio ativo nem uma solução oleosa fitoterápica correspondente; os candidatos são majoritariamente soluções injetáveis, oftálmicas ou nasais com princípios ativos diferentes. Portanto não há equivalente clínico.",25,"[110403, 87234, 87193, 83688, 87024, 86445, 86443, 87254, 86994, 86495, 115780, 107573, 87255, 87280, 87201, 86440, 86982, 86995, 115305, 102325, 83696, 86931, 86879, 87210, 87281]",openai:gpt-5-mini,False,,132.332944,132.332944,132.332944,,,,initial
CEFOXITINA SODICA (1000MG PO INJETAVEL),CEFOXITINA SODICA,1,['BLAU'],match,86586.0,cefoxitina sódica 1 g po liof inj fa,1.0,"Mesma substância (cefoxitina sódica), mesma dose (1 g = 1000 mg), mesma forma farmacêutica (pó liofilizado para injetável) e via (injetável). Marca ignorada — apresentação clínica equivalente.",25,"[86318, 86586, 86582, 83652, 86321, 83653, 83646, 86751, 86918, 86753, 86754, 86755, 83696, 86752, 83644, 86921, 86761, 86444, 83679, 86924, 86437, 87309, 86920, 86919, 86445]",openai:gpt-5-mini,False,,8.65,8.65,8.65,11.99,10.791,C,initial
COMPRESSA GAZE 7.5X7.5 9F NAO ESTERIL KARINA,PRODUTOS PARA SAUDE,1,['AMED S/A'],no_match,,,0.9,"Princípio: produto para saúde (gaze). Forma: compressa de gaze 7,5x7,5. Dose/via: não aplicável. Volume/tamanho: 7,5 x 7,5 cm especificado. Diferença crítica: Unimed é NÃO ESTÉRIL e especifica 9 fios; o único candidato com mesmo tamanho (cod_item=87500) é ESTÉRIL e 11 fios — diferença de esterilidade e contagem de fios altera apresentação clínica. Outros candidatos são rolos, compressas de tamanhos diferentes, gaze impregnada ou ataduras. Portanto não há equivalente clínico com mesma forma, tamanho e esterilidade.",25,"[87396, 87500, 102362, 114727, 87786, 102365, 87529, 108060, 102358, 87528, 87699, 87727, 87768, 87753, 108037, 87457, 102356, 87995, 87501, 108038, 103895, 87170, 87530, 87456, 87459]",openai:gpt-5-mini,False,,0.0297,0.0297,0.0297,,,,initial
GLICOSE (10% SOLUCAO INJETAVEL 1000ML),GLICOSE,1,['FRESENIUS'],no_match,,,0.9,"Unimed: GLICOSE 10% solução injetável 1000 ml. Nenhum candidato Global corresponde exatamente: o único com glicose 10% é cod_item=87315 (glicose 10% 500 ml), porém o volume/embalagem difere (1000 ml vs 500 ml) — regra exige compatibilidade de volume quando especificado. Os demais glicose têm concentração diferente (ex.: 50%) ou são combinações/ produtos distintos. Portanto sem equivalente clínico exato.",25,"[86744, 83677, 84309, 86720, 84280, 87238, 86601, 86997, 84963, 87007, 111262, 87040, 84964, 84135, 86544, 83664, 113736, 87016, 86443, 84925, 87247, 87315, 115780, 84965, 87209]",openai:gpt-5-mini,False,,5.0,5.0,5.0,,,,initial
"VIT. A, B12, B6 e C + TRIPTOFANO + Q10 + COLINA + CISTEINA + GLICINA (SACHE)","CISTEÃNA, MAGNÃSIO BISGLICINATO, BITARTARATO DE COLINA, GLICINA E COENZIMA Q10",1,['MY PACK'],no_match,,,0.95,"Produto Unimed é suplemento multivitamínico/aminácido em SACHE (uso oral) com componentes: vitaminas A, B12, B6, C, triptofano, Q10, colina, cisteína, glicina e magnésio bisglicinato. Lista de candidatos Global não contém nenhum item com apresentação clínica equivalente (suplemento oral multinutriente em sachê) — candidatos são vacinas/imunoglobulina, medicamentos injetáveis, pomadas, dispositivos e cápsulas com composições diferentes (ex.: item 93616 é caps com citidina/uridina/hidroxocobalamina, forma e composição distintas). Diferença em princípio ativo, forma farmacêutica e via => no_match.",25,"[110761, 88079, 86932, 93616, 87261, 87022, 104891, 114191, 114192, 87706, 83931, 83834, 87916, 83652, 84100, 88027, 86474, 84193, 84269, 87761, 87716, 87773, 87772, 92959, 84849]",openai:gpt-5-mini,False,,9.5,9.5,9.5,,,,initial
